estimation workload which takes just one milisecond
end estimation
1	84	1
1	87	2
1	89	3
1	92	4
1	94	5
1	97	6
1	100	7
1	102	8
1	105	9
1	107	10
1	110	11
1	112	12
1	115	13
1	117	14
1	120	15
1	122	16
1	125	17
1	127	18
1	130	19
1	132	20
1	135	21
1	137	22
1	140	23
1	142	24
1	145	25
1	345	26
1	348	27
1	351	28
1	353	29
1	356	30
1	358	31
1	361	32
1	363	33
1	366	34
1	368	35
1	371	36
1	373	37
1	376	38
1	378	39
1	381	40
1	383	41
1	386	42
1	388	43
1	391	44
1	393	45
1	396	46
1	398	47
1	401	48
1	403	49
1	406	50
1	408	51
1	411	52
1	414	53
1	416	54
1	419	55
1	421	56
1	424	57
1	806	58
1	809	59
1	811	60
1	814	61
1	817	62
1	819	63
1	822	64
1	824	65
1	827	66
1	829	67
1	832	68
1	834	69
1	837	70
1	839	71
1	842	72
1	844	73
1	847	74
1	850	75
1	852	76
1	855	77
1	857	78
1	860	79
1	862	80
1	865	81
1	867	82
1	870	83
1	872	84
1	875	85
1	877	86
1	880	87
1	882	88
1	885	89
1	887	90
1	890	91
1	892	92
1	895	93
1	897	94
1	900	95
1	902	96
1	905	97
1	907	98
1	910	99
1	912	100
2	17	1
2	204	2
2	207	3
2	209	4
2	212	5
2	214	6
2	217	7
2	220	8
2	222	9
2	225	10
2	227	11
2	230	12
2	232	13
2	235	14
2	237	15
2	240	16
2	242	17
2	245	18
2	247	19
2	250	20
2	252	21
2	255	22
2	257	23
2	260	24
2	263	25
2	265	26
2	268	27
2	270	28
2	273	29
2	275	30
2	278	31
2	280	32
2	283	33
2	285	34
2	288	35
2	290	36
2	293	37
2	295	38
2	298	39
2	300	40
2	303	41
2	305	42
2	308	43
2	310	44
2	313	45
2	315	46
2	318	47
2	321	48
2	323	49
2	326	50
2	328	51
2	331	52
2	333	53
2	336	54
2	338	55
2	341	56
2	343	57
2	734	58
2	736	59
2	739	60
2	741	61
2	744	62
2	747	63
2	749	64
2	752	65
2	754	66
2	757	67
2	759	68
2	762	69
2	764	70
2	767	71
2	769	72
2	772	73
2	774	74
2	777	75
2	779	76
2	782	77
2	784	78
2	787	79
2	789	80
2	792	81
2	794	82
2	797	83
2	799	84
2	802	85
2	804	86
2	952	87
2	954	88
2	957	89
2	959	90
2	962	91
2	964	92
2	967	93
2	969	94
2	972	95
2	974	96
2	977	97
2	980	98
2	982	99
2	985	100
0	16	1
0	148	2
0	150	3
0	153	4
0	155	5
0	158	6
0	160	7
0	163	8
0	165	9
0	168	10
0	170	11
0	173	12
0	175	13
0	178	14
0	180	15
0	183	16
0	185	17
0	188	18
0	190	19
0	193	20
0	196	21
0	198	22
0	201	23
0	203	24
0	426	25
0	429	26
0	431	27
0	434	28
0	436	29
0	439	30
0	441	31
0	444	32
0	446	33
0	449	34
0	451	35
0	454	36
0	456	37
0	459	38
0	462	39
0	464	40
0	467	41
0	469	42
0	472	43
0	474	44
0	477	45
0	479	46
0	482	47
0	484	48
0	487	49
0	489	50
0	492	51
0	494	52
0	497	53
0	499	54
0	502	55
0	657	56
0	660	57
0	662	58
0	665	59
0	667	60
0	670	61
0	672	62
0	675	63
0	677	64
0	680	65
0	682	66
0	685	67
0	688	68
0	690	69
0	693	70
0	695	71
0	698	72
0	700	73
0	703	74
0	705	75
0	708	76
0	710	77
0	713	78
0	715	79
0	718	80
0	720	81
0	723	82
0	725	83
0	728	84
0	730	85
0	914	86
0	917	87
0	919	88
0	922	89
0	924	90
0	927	91
0	929	92
0	932	93
0	934	94
0	937	95
0	939	96
0	942	97
0	944	98
0	947	99
0	949	100
3	6	1
3	20	2
3	23	3
3	26	4
3	29	5
3	32	6
3	35	7
3	38	8
3	40	9
3	43	10
3	46	11
3	49	12
3	52	13
3	54	14
3	57	15
3	59	16
3	62	17
3	64	18
3	67	19
3	69	20
3	72	21
3	74	22
3	77	23
3	79	24
3	82	25
3	505	26
3	507	27
3	510	28
3	513	29
3	515	30
3	518	31
3	520	32
3	523	33
3	525	34
3	528	35
3	530	36
3	533	37
3	535	38
3	538	39
3	540	40
3	543	41
3	545	42
3	548	43
3	550	44
3	553	45
3	555	46
3	558	47
3	560	48
3	563	49
3	565	50
3	568	51
3	570	52
3	573	53
3	576	54
3	578	55
3	581	56
3	583	57
3	586	58
3	588	59
3	591	60
3	593	61
3	596	62
3	598	63
3	601	64
3	603	65
3	606	66
3	608	67
3	611	68
3	613	69
3	616	70
3	618	71
3	621	72
3	623	73
3	626	74
3	629	75
3	631	76
3	634	77
3	636	78
3	639	79
3	641	80
3	644	81
3	646	82
3	649	83
3	651	84
3	654	85
3	656	86
3	987	87
3	989	88
3	992	89
3	994	90
3	997	91
3	999	92
3	1002	93
3	1004	94
3	1007	95
3	1010	96
3	1012	97
3	1015	98
3	1017	99
3	1020	100
